Title,Course Price,Subscribers,Reviews Left,Length,Percent of Reviews
Intro to PHP Web Application Development with Symfony,200,4040,72,1.5 hours,"['82412', 'Intro to PHP Web Application Development with Symfony', 'https://www.udemy.com/symfony-development/', 'TRUE', '200', '4040', '72', '20', 'Beginner Level', '1.5 hours', '2013-09-06T02:34:20Z']"
Learn OAuth 2.0 - Theory and Hands On,145,546,69,3 hours,"['986742', 'Learn OAuth 2.0 - Theory and Hands On', 'https://www.udemy.com/learn-oauth-20-theory-and-hands-on/', 'TRUE', '145', '546', '69', '21', 'All Levels', '3 hours', '2016-10-17T22:18:40Z']"
Learning CSS3 - A Comprehensive Tutorial For Web Developers,50,2459,107,8 hours,"['18448', 'Learning CSS3 - A Comprehensive Tutorial For Web Developers', 'https://www.udemy.com/learning-css3/', 'TRUE', '50', '2459', '107', '101', 'All Levels', '8 hours', '2012-05-24T21:14:57Z']"
Professional WordPress Theme Development from Scratch,200,1284,173,25.5 hours,"['552258', 'Professional WordPress Theme Development from Scratch', 'https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/', 'TRUE', '200', '1284', '173', '301', 'All Levels', '25.5 hours', '2015-10-13T00:41:30Z']"
PHP Zend Framework 1.11:Creating a CRUD Application,40,1122,5,35 mins,"['1020722', 'PHP Zend Framework 1.11:Creating a CRUD Application', 'https://www.udemy.com/zend-framework-111creating-a-crud-application/', 'TRUE', '40', '1122', '5', '7', 'All Levels', '35 mins', '2016-11-24T04:49:57Z']"
Write quicker HTML5 and CSS 3; productivity hacks with emmet,Free,13016,286,1.5 hours,"['752706', 'Write quicker HTML5 and CSS 3; productivity hacks with emmet', 'https://www.udemy.com/write-quicker-html5-and-css-3-productivity-hacks-with-emmet/', 'FALSE', 'Free', '13016', '286', '15', 'All Levels', '1.5 hours', '2016-03-03T17:45:31Z']"
The Ultimate jQuery Course,20,1098,15,2.5 hours,"['633606', 'The Ultimate jQuery Course', 'https://www.udemy.com/essential-jquery-training/', 'TRUE', '20', '1098', '15', '54', 'All Levels', '2.5 hours', '2015-11-13T19:37:48Z']"
Build an Advanced Single Page with Bootstrap & WordPress,95,481,75,6 hours,"['461176', 'Build an Advanced Single Page with Bootstrap & WordPress', 'https://www.udemy.com/single-page-design-with-bootstrap-css-html5-js-parallax/', 'TRUE', '95', '481', '75', '77', 'Intermediate Level', '6 hours', '2015-04-08T16:23:36Z']"
Master all PHP ideas 2017 to build any project,50,376,19,3 hours,"['1030774', 'Master all PHP ideas 2017 to build any project', 'https://www.udemy.com/master-all-php-ideas-2017-to-build-any-project/', 'TRUE', '50', '376', '19', '49', 'Beginner Level', '3 hours', '2017-02-12T17:54:34Z']"
A Beginner's Guide to the Meteor JavaScript Framework,50,898,132,2 hours,"['221920', ""A Beginner's Guide to the Meteor JavaScript Framework"", 'https://www.udemy.com/meteorjs/', 'TRUE', '50', '898', '132', '40', 'Beginner Level', '2 hours', '2014-09-27T02:27:57Z']"
Create an E-commerce website without any coding,20,1393,40,31 mins,"['372442', 'Create an E-commerce website without any coding', 'https://www.udemy.com/create-an-e-commerce-website-without-any-coding/', 'TRUE', '20', '1393', '40', '9', 'All Levels', '31 mins', '2014-12-18T00:04:38Z']"
Learn To Build Apps Using Play Framework,40,434,69,5.5 hours,"['851560', 'Learn To Build Apps Using Play Framework', 'https://www.udemy.com/learn-to-build-apps-using-play-framework/', 'TRUE', '40', '434', '69', '23', 'All Levels', '5.5 hours', '2016-06-07T17:38:29Z']"
Introducing Ionic 2,50,394,78,1.5 hours,"['755932', 'Introducing Ionic 2', 'https://www.udemy.com/introducing-ionic-2/', 'TRUE', '50', '394', '78', '22', 'Beginner Level', '1.5 hours', '2016-02-08T20:43:47Z']"
Learn Laravel with Database Migration & Seeding & Faker,20,263,14,1 hour,"['1031620', 'Learn Laravel with Database Migration & Seeding & Faker', 'https://www.udemy.com/laravel-53-migra-migration-seeding-faker-tinker/', 'TRUE', '20', '263', '14', '7', 'All Levels', '1 hour', '2017-01-09T16:39:16Z']"
Create a Client Network by Hosting WordPress Sites,35,1061,8,1 hour,"['416738', 'Create a Client Network by Hosting WordPress Sites', 'https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/', 'TRUE', '35', '1061', '8', '17', 'Intermediate Level', '1 hour', '2015-03-02T21:42:06Z']"
Introduction to PHP Slim Microframework,20,1312,19,1 hour,"['576108', 'Introduction to PHP Slim Microframework', 'https://www.udemy.com/introduction-to-php-slim-microframework/', 'TRUE', '20', '1312', '19', '11', 'Intermediate Level', '1 hour', '2015-08-07T16:53:35Z']"
ASP :basics for beginners,35,764,7,1 hour,"['971022', 'ASP :basics for beginners', 'https://www.udemy.com/asp-basics-for-beginners/', 'TRUE', '35', '764', '7', '8', 'All Levels', '1 hour', '2016-09-29T15:52:42Z']"
"WordPress Development With NodeJS, Gulp, Composer & More",25,289,30,4 hours,"['966794', 'WordPress Development With NodeJS, Gulp, Composer & More', 'https://www.udemy.com/wordpress-development-with-nodejs-gulpjs-composer-sass-more/', 'TRUE', '25', '289', '30', '30', 'Intermediate Level', '4 hours', '2016-10-25T13:47:26Z']"
Become PHP Facebook Developer: Password-Less Authentication,195,4001,8,4 hours,"['1200874', 'Become PHP Facebook Developer: Password-Less Authentication', 'https://www.udemy.com/php-facebook-developer-password-less-authentication/', 'TRUE', '195', '4001', '8', '37', 'All Levels', '4 hours', '2017-05-07T19:30:36Z']"
How To Create Your Very First Website With HTML and CSS,100,5097,196,2 hours,"['780056', 'How To Create Your Very First Website With HTML and CSS', 'https://www.udemy.com/how-to-create-a-website-with-html-and-css/', 'TRUE', '100', '5097', '196', '37', 'Beginner Level', '2 hours', '2016-04-09T01:56:01Z']"
Learn JSON for beginners with JavaScript,200,3193,10,1.5 hours,"['1274210', 'Learn JSON for beginners with JavaScript', 'https://www.udemy.com/json-javascript-course/', 'TRUE', '200', '3193', '10', '23', 'Beginner Level', '1.5 hours', '2017-06-30T17:40:02Z']"
Ultimate guide to Social Media Web development integration ,200,11011,13,2.5 hours,"['615106', 'Ultimate guide to Social Media Web development integration ', 'https://www.udemy.com/ultimate-guide-to-social-media-web-development-integration/', 'TRUE', '200', '11011', '13', '36', 'All Levels', '2.5 hours', '2015-09-20T18:13:38Z']"
A Complete Laravel basics from beginner to expert,25,3492,61,1.5 hours,"['1023196', 'A Complete Laravel basics from beginner to expert', 'https://www.udemy.com/learn-laravel-from-beginner-to-expert/', 'TRUE', '25', '3492', '61', '12', 'All Levels', '1.5 hours', '2016-12-06T22:07:53Z']"
JQuery Basics - Learn JQuery From Scratch,100,3559,24,1 hour,"['1249968', 'JQuery Basics - Learn JQuery From Scratch', 'https://www.udemy.com/jquery-basics-learn-jquery-from-scratch/', 'TRUE', '100', '3559', '24', '18', 'Beginner Level', '1 hour', '2017-06-18T21:23:07Z']"
Learn MeteorJS By Building 10 Real World Projects,50,2784,221,15 hours,"['565000', 'Learn MeteorJS By Building 10 Real World Projects', 'https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/', 'TRUE', '50', '2784', '221', '79', 'All Levels', '15 hours', '2015-07-28T17:23:14Z']"
JavaScript Basics for Beginners Introduction to coding,150,5495,52,1.5 hours,"['760752', 'JavaScript Basics for Beginners Introduction to coding', 'https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/', 'TRUE', '150', '5495', '52', '18', 'Beginner Level', '1.5 hours', '2016-02-17T04:53:50Z']"
AngularJS Masterclass - Deep Dive & Understand AngularJS,100,2912,309,6 hours,"['419318', 'AngularJS Masterclass - Deep Dive & Understand AngularJS', 'https://www.udemy.com/angularjs-masterclass/', 'TRUE', '100', '2912', '309', '85', 'All Levels', '6 hours', '2015-03-04T22:52:26Z']"
HTML5 for beginners,195,9687,59,5 hours,"['482834', 'HTML5 for beginners', 'https://www.udemy.com/html-complete-html-course-for-beginners/', 'TRUE', '195', '9687', '59', '59', 'Beginner Level', '5 hours', '2015-04-24T18:04:21Z']"
All in one HTML CSS and JQuery,20,3444,35,3 hours,"['1090194', 'All in one HTML CSS and JQuery', 'https://www.udemy.com/all-in-one-html-css-and-jquery/', 'TRUE', '20', '3444', '35', '16', 'All Levels', '3 hours', '2017-01-27T22:27:20Z']"
Responsive Design with NEW Materialize,75,12629,88,1.5 hours,"['561136', 'Responsive Design with NEW Materialize', 'https://www.udemy.com/responsive-design-with-new-google-materialize/', 'TRUE', '75', '12629', '88', '36', 'All Levels', '1.5 hours', '2015-07-23T20:03:45Z']"
Create a Responsive Business Website with WordPress,95,1659,73,5.5 hours,"['41356', 'Create a Responsive Business Website with WordPress', 'https://www.udemy.com/creating-a-business-website-with-a-responsive-design/', 'TRUE', '95', '1659', '73', '38', 'All Levels', '5.5 hours', '2013-03-25T01:44:54Z']"
PHP webservices,30,1305,25,34 mins,"['946310', 'PHP webservices', 'https://www.udemy.com/php-webservices/', 'TRUE', '30', '1305', '25', '8', 'All Levels', '34 mins', '2016-08-31T16:41:53Z']"
JavaScript Promises: Applications in ES6 and AngularJS,75,651,52,2.5 hours,"['661780', 'JavaScript Promises: Applications in ES6 and AngularJS', 'https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/', 'TRUE', '75', '651', '52', '20', 'Beginner Level', '2.5 hours', '2015-11-06T19:02:46Z']"
Learn to build 20 websites and build 14 iOS9 apps with swift,40,1926,9,22.5 hours,"['563020', 'Learn to build 20 websites and build 14 iOS9 apps with swift', 'https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/', 'TRUE', '40', '1926', '9', '458', 'All Levels', '22.5 hours', '2015-07-24T21:45:40Z']"
Professional CSS Flexbox,35,396,130,43 mins,"['772224', 'Professional CSS Flexbox', 'https://www.udemy.com/css-flexbox/', 'TRUE', '35', '396', '130', '21', 'Intermediate Level', '43 mins', '2016-04-07T23:21:42Z']"
XML :basics for beginners,40,1062,12,39 mins,"['967410', 'XML :basics for beginners', 'https://www.udemy.com/xml-basics-for-beginners/', 'TRUE', '40', '1062', '12', '11', 'All Levels', '39 mins', '2016-09-26T16:38:41Z']"
How to create Paypal and Credit card Payment Buttons,65,578,6,1 hour,"['1007766', 'How to create Paypal and Credit card Payment Buttons', 'https://www.udemy.com/how-to-create-paypal-and-credit-card-payment-buttons/', 'TRUE', '65', '578', '6', '8', 'Beginner Level', '1 hour', '2016-11-17T20:57:25Z']"
Customizr - Learn WordPress with the ultimate creative theme,Free,4735,81,5 hours,"['837950', 'Customizr - Learn WordPress with the ultimate creative theme', 'https://www.udemy.com/wpcustomizrcourse/', 'FALSE', 'Free', '4735', '81', '69', 'Beginner Level', '5 hours', '2016-05-05T19:08:34Z']"
How To Create a Local Wordpress Environment,Free,4306,163,31 mins,"['737468', 'How To Create a Local Wordpress Environment', 'https://www.udemy.com/how-to-create-a-local-wordpress-environment/', 'FALSE', 'Free', '4306', '163', '12', 'Beginner Level', '31 mins', '2016-02-07T18:58:40Z']"
Fun and creative web engineering with Python and Web2py,Free,10917,319,2 hours,"['394832', 'Fun and creative web engineering with Python and Web2py', 'https://www.udemy.com/web-engineering-with-python-and-web2py/', 'FALSE', 'Free', '10917', '319', '25', 'All Levels', '2 hours', '2015-06-09T19:51:50Z']"
WordPress for Beginners - Build Your First Website in 2017,100,1701,125,7 hours,"['384318', 'WordPress for Beginners - Build Your First Website in 2017', 'https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/', 'TRUE', '100', '1701', '125', '88', 'Beginner Level', '7 hours', '2015-06-23T20:16:55Z']"
Learn to Make an Animated Image Gallery using HTML5,Free,11080,165,1 hour,"['294408', 'Learn to Make an Animated Image Gallery using HTML5', 'https://www.udemy.com/learn-to-make-an-animated-image-gallery-using-html5/', 'FALSE', 'Free', '11080', '165', '7', 'Beginner Level', '1 hour', '2014-11-20T11:37:05Z']"
Projects in Foundation Framework - Learn By Building 10 Apps,50,636,33,10 hours,"['564268', 'Projects in Foundation Framework - Learn By Building 10 Apps', 'https://www.udemy.com/foundation-framework-course/', 'TRUE', '50', '636', '33', '54', 'All Levels', '10 hours', '2015-07-27T20:56:27Z']"
Drupal for Beginners,30,1478,18,5 hours,"['368786', 'Drupal for Beginners', 'https://www.udemy.com/getting-started-with-drupal-for-total-beginners/', 'TRUE', '30', '1478', '18', '83', 'Beginner Level', '5 hours', '2015-01-26T06:54:58Z']"
Laravel : CRUD Application Using AJAX In Laravel 5.3,20,362,19,1 hour,"['1036170', 'Laravel : CRUD Application Using AJAX In Laravel 5.3', 'https://www.udemy.com/laravel-53-crud-application-with-ajax/', 'TRUE', '20', '362', '19', '8', 'Intermediate Level', '1 hour', '2017-01-09T16:52:33Z']"
Foundations of Front-End Web Development,Free,8337,300,20.5 hours,"['311538', 'Foundations of Front-End Web Development', 'https://www.udemy.com/foundations-of-front-end-development/', 'FALSE', 'Free', '8337', '300', '129', 'Beginner Level', '20.5 hours', '2014-12-12T21:47:15Z']"
Angular 2 - Superheroic Framework,20,702,21,3 hours,"['825752', 'Angular 2 - Superheroic Framework', 'https://www.udemy.com/marutiangular2/', 'TRUE', '20', '702', '21', '30', 'Beginner Level', '3 hours', '2016-05-04T16:35:07Z']"
Social Network Web Development,200,2698,29,8 hours,"['56513', 'Social Network Web Development', 'https://www.udemy.com/how-to-create-a-social-network-site-from-scratch/', 'TRUE', '200', '2698', '29', '57', 'All Levels', '8 hours', '2013-09-03T06:29:24Z']"
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,95,177,19,1 hour,"['921560', 'For Free - Deploy Quickly Spring Boot on Heroku With MySQL', 'https://www.udemy.com/learn-quickly-deploying-spring-boot-app-on-heroku-with-mysql/', 'TRUE', '95', '177', '19', '10', 'All Levels', '1 hour', '2016-08-06T07:33:17Z']"
Building Web Applications with Spring MVC,85,714,48,3 hours,"['366608', 'Building Web Applications with Spring MVC', 'https://www.udemy.com/building-web-applications-with-spring-mvc/', 'TRUE', '85', '714', '48', '28', 'All Levels', '3 hours', '2014-12-09T13:34:19Z']"
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",20,1062,20,3.5 hours,"['527834', 'HTML5, CSS3 & Bootstrap - How to Create a Responsive Website', 'https://www.udemy.com/html5-css3-bootstrap-how-to-create-a-responsive-website/', 'TRUE', '20', '1062', '20', '32', 'All Levels', '3.5 hours', '2015-07-31T23:56:22Z']"
HTML & CSS - Learn to build sleek websites ,55,1552,14,3.5 hours,"['287010', 'HTML & CSS - Learn to build sleek websites ', 'https://www.udemy.com/html-css-learn-to-build-sleek-websites/', 'TRUE', '55', '1552', '14', '44', 'All Levels', '3.5 hours', '2014-10-21T03:35:47Z']"
Master Angular 2 - The No Nonsense Course,25,102,27,2.5 hours,"['1019918', 'Master Angular 2 - The No Nonsense Course', 'https://www.udemy.com/angular-2-tutorial/', 'TRUE', '25', '102', '27', '36', 'Beginner Level', '2.5 hours', '2016-11-24T04:06:21Z']"
Master ASP . NET 4 from scratch,50,613,135,16 hours,"['442580', 'Master ASP . NET 4 from scratch', 'https://www.udemy.com/masteraspnet/', 'TRUE', '50', '613', '135', '116', 'All Levels', '16 hours', '2015-08-18T20:58:37Z']"
CoffeeScript: The Good Parts—Write Better javaScript,50,2152,19,2.5 hours,"['388286', 'CoffeeScript: The Good Parts—Write Better javaScript', 'https://www.udemy.com/coffeescript/', 'TRUE', '50', '2152', '19', '15', 'Beginner Level', '2.5 hours', '2015-01-13T04:50:51Z']"
Mastering Magento,85,1063,101,3.5 hours,"['368679', 'Mastering Magento', 'https://www.udemy.com/mastering-magento/', 'TRUE', '85', '1063', '101', '40', 'All Levels', '3.5 hours', '2014-12-15T07:05:38Z']"
Ultimate JavaScript Strings,Free,3142,117,37 mins,"['909836', 'Ultimate JavaScript Strings', 'https://www.udemy.com/js-strings/', 'FALSE', 'Free', '3142', '117', '20', 'Beginner Level', '37 mins', '2016-07-29T12:53:13Z']"
Your Own Site in 45 Min: The Complete Wordpress Course,120,1566,29,4 hours,"['328960', 'Your Own Site in 45 Min: The Complete Wordpress Course', 'https://www.udemy.com/wordpress-sites/', 'TRUE', '120', '1566', '29', '36', 'All Levels', '4 hours', '2015-04-20T22:15:17Z']"
Redirect Your Visitors By Country Easily -Wordpress Tutorial,20,2306,3,1 hour,"['407796', 'Redirect Your Visitors By Country Easily -Wordpress Tutorial', 'https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/', 'TRUE', '20', '2306', '3', '24', 'Beginner Level', '1 hour', '2015-02-05T18:04:53Z']"
Learn Knockout JS Framework from GroundUp,40,633,104,5 hours,"['637840', 'Learn Knockout JS Framework from GroundUp', 'https://www.udemy.com/learn-knockout-js-framework-from-groundup/', 'TRUE', '40', '633', '104', '31', 'All Levels', '5 hours', '2015-10-15T17:04:20Z']"
Build Responsive Websites  in an Hour using Portalfin,Free,2859,42,44 mins,"['954948', 'Build Responsive Websites  in an Hour using Portalfin', 'https://www.udemy.com/build-website/', 'FALSE', 'Free', '2859', '42', '17', 'All Levels', '44 mins', '2016-09-25T17:45:52Z']"
Master Riot: Learn Riot.js from Scratch,125,299,75,3.5 hours,"['806536', 'Master Riot: Learn Riot.js from Scratch', 'https://www.udemy.com/master-riot/', 'TRUE', '125', '299', '75', '34', 'Intermediate Level', '3.5 hours', '2016-07-14T16:57:24Z']"
Learn W3.CSS,50,1002,7,34 mins,"['947204', 'Learn W3.CSS', 'https://www.udemy.com/learn-w3css/', 'TRUE', '50', '1002', '7', '10', 'All Levels', '34 mins', '2016-09-01T17:18:52Z']"
Learning Axure RP,75,631,103,4.5 hours,"['468726', 'Learning Axure RP', 'https://www.udemy.com/learning-axure-rp/', 'TRUE', '75', '631', '103', '65', 'All Levels', '4.5 hours', '2015-04-08T19:29:35Z']"
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",50,1386,17,3 hours,"['697798', 'Complete guide to install Wordpress, PHP on Cloud,AWS or VPS', 'https://www.udemy.com/a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps/', 'TRUE', '50', '1386', '17', '28', 'All Levels', '3 hours', '2016-01-06T17:20:55Z']"
